MEASUREMENT,DATASET_SIZE,PERF_METRIC,JOULES,RUNTIME_S,CORE_COUNT,SORT_VARIANT
Sorting,250000.0,power/energy-pkg/,1390.80,5.530998706817627,48.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.58,5.530998706817627,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1410.30,5.573435544967651,48.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,378.78,5.573435544967651,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1398.55,5.5607616901397705,52.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,377.18,5.5607616901397705,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1396.19,5.532687425613403,52.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.29,5.532687425613403,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1403.58,5.561456918716431,52.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.80,5.561456918716431,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1391.97,5.515516757965088,52.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,373.13,5.515516757965088,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1405.53,5.554743051528931,52.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,376.55,5.554743051528931,52.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1397.50,5.529130697250366,56.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,373.97,5.529130697250366,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1402.80,5.511717081069946,56.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,374.19,5.511717081069946,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1373.73,5.451867341995239,56.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,369.01,5.451867341995239,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1356.92,5.409088134765625,56.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,366.02,5.409088134765625,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1398.68,5.507397413253784,56.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,372.54,5.507397413253784,56.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1399.53,5.504012584686279,60.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,379.54,5.504012584686279,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1451.54,5.615539073944092,60.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,388.95,5.615539073944092,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1450.69,5.60565185546875,60.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,387.48,5.60565185546875,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1430.80,5.5607500076293945,60.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,384.00,5.5607500076293945,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1417.46,5.521268367767334,60.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,381.30,5.521268367767334,60.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1414.13,5.5077595710754395,64.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,379.63,5.5077595710754395,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1468.23,5.596027374267578,64.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,387.47,5.596027374267578,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1412.54,5.465696096420288,64.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,377.57,5.465696096420288,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1503.10,5.696039438247681,64.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,394.71,5.696039438247681,64.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1440.47,5.531986474990845,64.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,383.02,5.531986474990845,64.0,Parallel std::sort
